Title,Year,Certificate,Length,Genre,Rating
In the Army Now,1994,R,91,"Comedy, War            ",4.9
White God,2014,R,121,"Adventure, Drama, Thriller            ",6.8
Brake,2012,Not Rated,92,Thriller            ,6.1
Robber,2013,Not Rated,136,"Drama, Romance            ",7.4
Ordet,1955,Not Rated,126,Drama            ,8.3
Sword of the Stranger,2007,G,103,"Animation, Action, Adventure            ",7.8
The Great Muppet Caper,1981,G,97,"Adventure, Comedy, Crime            ",7.1
"Hello, Dolly!",1969,Not Rated,146,"Adventure, Comedy, Musical            ",7.0
Ring 2,1999,Not Rated,95,"Horror, Mystery, Sci-Fi            ",5.9
Hasee Toh Phasee,2014,R,141,"Comedy, Romance            ",6.8
Whos Singin Over There?,1980,Not Rated,86,"Adventure, Comedy, Drama            ",8.7
People I Know,2002,R,100,"Crime, Drama, Mystery            ",5.4
Cocktail,2012,PG-13,146,"Comedy, Drama, Romance            ",6.3
Story of Ricky,1991,R,91,"Action, Comedy, Crime            ",7.0
Just One of the Guys,1985,PG-13,100,"Comedy, Romance            ",6.5
Im Gonna Git You Sucka,1988,Passed,88,"Action, Comedy, Crime            ",6.6
Leap of Faith,1992,R,108,"Comedy, Drama, Romance            ",6.1
Captain Blood,1935,Passed,119,"Action, Adventure, History            ",7.7
Youngblood,1986,PG-13,110,"Drama, Romance, Sport            ",6.2
Berlin Calling,2008,R,109,"Comedy, Drama, Music            ",7.2
Detour,1945,R,66,"Crime, Drama, Film-Noir            ",7.3
Orlando,1992,Not Rated,94,"Biography, Drama, Fantasy            ",7.1
Leatherface: Texas Chainsaw Massacre III,1990,Not Rated,85,"Horror, Thriller            ",5.0
Mississippi Grind,2015,Not Rated,108,"Comedy, Drama            ",6.4
Nothing to Declare,2010,R,108,Comedy            ,6.4
Ready,2011,PG,145,"Action, Comedy, Romance            ",4.8
Race 2,2013,PG,150,"Action, Crime, Thriller            ",5.3
Night Moves,2013,PG,112,"Drama, Thriller            ",6.1
Lion of the Desert,1980,PG,173,"Biography, Drama, History            ",8.2
Dunston Checks In,1996,PG-13,88,"Adventure, Comedy, Family            ",5.3
Another Woman,1988,Approved,81,Drama            ,7.2
Educating Rita,1983,PG-13,110,"Comedy, Drama            ",7.2
Wazir,2016,Not Rated,103,"Action, Crime, Drama            ",7.1
Dookudu,2011,Not Rated,170,"Action, Comedy, Drama            ",7.4
Desi Boyz,2011,Not Rated,122,"Comedy, Drama, Romance            ",5.7
Freaky Friday,1976,G,95,"Comedy, Family, Fantasy            ",6.3
The Poughkeepsie Tapes,2007,R,81,"Horror, Mystery, Thriller            ",6.0
And Then There Were None,1945,Approved,97,"Crime, Drama, Mystery            ",7.4
Uncle Boonmee Who Can Recall His Past Lives,2010,Not Rated,114,"Drama, Fantasy            ",6.7
Hum Tum,2004,Not Rated,143,"Comedy, Drama, Romance            ",7.0
The French Lieutenants Woman,1981,R,124,"Drama, Romance            ",6.9
The Picture of Dorian Gray,1945,Not Rated,110,"Drama, Fantasy, Horror            ",7.5
Meet John Doe,1941,Passed,122,"Comedy, Drama, Romance            ",7.6
Intimacy,2001,R,119,"Drama, Romance            ",6.1
Torrente: El brazo tonto de la ley,1998,Not Rated,97,"Comedy, Crime            ",6.8
Billa 2,2012,Not Rated,129,"Action, Crime, Thriller            ",6.1
Violet & Daisy,2011,R,88,"Action, Comedy, Crime            ",6.0
The Other Man,2008,R,88,"Drama, Mystery, Thriller            ",5.4
"Silent Night, Deadly Night",1984,R,79,"Horror, Thriller            ",5.8
The House by the Cemetery,1981,Not Rated,86,Horror            ,6.1
Larry the Cable Guy: Health Inspector,2006,PG-13,89,"Comedy, Romance            ",3.4
The Stepfather,1987,R,89,"Horror, Thriller            ",6.7
Rosetta,1999,R,95,Drama            ,7.4
Monkey Business,1931,Not Rated,77,"Comedy, Family, Musical            ",7.4
Cheech and Chongs Next Movie,1980,R,99,"Comedy, Crime, Sci-Fi            ",6.0
Kibar Feyzo,1978,R,83,"Comedy, Drama            ",8.7
Syrup,2013,PG-13,90,"Comedy, Drama, Romance            ",5.6
Home for the Holidays,1995,Not Rated,103,"Comedy, Drama, Romance            ",6.6
Red Desert,1964,R,117,Drama            ,7.5
The Broken Landlord,1985,Not Rated,101,"Comedy, Drama            ",8.7
Rapture-Palooza,2013,R,85,"Comedy, Fantasy            ",5.2
Tanu Weds Manu,2011,PG,113,"Comedy, Drama, Romance            ",6.8
Operation: Endgame,2010,R,87,"Action, Comedy            ",4.9
Ernest Goes to Camp,1987,Not Rated,92,"Comedy, Family            ",5.5
Winter in Wartime,2008,Passed,103,"Drama, History, War            ",7.0
Ferpect Crime,2004,Not Rated,105,"Comedy, Crime, Thriller            ",7.1
All That Heaven Allows,1955,Not Rated,89,"Drama, Romance            ",7.6
Stranger by the Lake,2013,Not Rated,100,"Drama, Romance, Thriller            ",6.9
Company,2002,R,142,"Action, Crime, Drama            ",8.0
The Last Laugh,1924,R,90,Drama            ,8.0
Outrage,2010,R,109,"Action, Crime, Drama            ",6.8
He Never Died,2015,R,99,"Comedy, Drama, Fantasy            ",6.3
Infinitely Polar Bear,2014,PG-13,90,"Comedy, Drama, Romance            ",6.9
Feeling Minnesota,1996,R,99,"Comedy, Crime, Drama            ",5.4
The Love Punch,2013,Not Rated,94,"Comedy, Romance            ",5.7
Yes Boss,1997,R,163,"Comedy, Drama, Musical            ",6.7
Retreat,2011,Not Rated,90,"Drama, Horror, Thriller            ",5.8
Mumbai Diaries,2010,Not Rated,100,Drama            ,7.0
Amusement,2008,R,85,"Crime, Horror, Mystery            ",4.9
Smiles of a Summer Night,1955,Approved,109,"Comedy, Romance            ",7.7
Outcast,2014,TV-Y7,99,"Action, Adventure, Thriller            ",4.6
Hurlyburly,1998,PG-13,122,"Comedy, Drama            ",5.8
Hatari!,1962,Not Rated,157,"Action, Adventure, Comedy            ",7.1
Telling Tales,2015,R,103,"Comedy, Fantasy, Romance            ",7.4
StreetDance 3D,2010,R,98,"Drama, Music, Romance            ",5.8
Machuca,2004,PG,121,"Biography, Drama, History            ",7.7
The Woods,2006,R,91,"Horror, Mystery            ",5.6
The Neon Demon,2016,PG,117,"Horror, Thriller            ",6.1
Big Business,1988,R,97,Comedy            ,6.4
Soldier of Orange,1977,PG,165,"Drama, Romance, Thriller            ",7.6
The Legend of Hell House,1973,PG-13,95,Horror            ,6.7
Bait,2000,R,119,"Action, Comedy, Crime            ",5.7
3 Ninjas: High Noon at Mega Mountain,1998,R,93,"Action, Adventure, Comedy            ",2.9
Charlotte Gray,2001,R,121,"Drama, Romance, Thriller            ",6.4
Red,2008,Not Rated,93,"Drama, Thriller            ",6.9
The Driver,1978,R,91,"Action, Crime, Thriller            ",7.1
Bird,1988,PG,161,"Biography, Drama, Music            ",7.1
Sarkar,2005,Not Rated,124,"Action, Crime, Drama            ",7.6
Dirty Girl,2010,R,90,"Comedy, Drama            ",6.4
Deathtrap,1982,R,116,"Comedy, Crime, Mystery            ",7.0
Tom at the Farm,2013,Not Rated,102,"Drama, Mystery, Thriller            ",6.9
The Good Thief,2002,G,109,"Action, Crime, Drama            ",6.5
Facing Windows,2003,PG-13,102,"Drama, Romance            ",7.2
Dear Wendy,2005,PG,105,"Comedy, Crime, Drama            ",6.5
Pokémon 3 the Movie: Spell of the Unown,2000,Not Rated,93,"Animation, Action, Adventure            ",5.8
Gentlemen Broncos,2009,R,90,"Adventure, Comedy, Sci-Fi            ",6.1
The Front Page,1974,R,105,"Comedy, Drama, Romance            ",7.3
RangiTaranga,2015,R,149,"Mystery, Thriller            ",8.2
Criminal,2004,PG,87,"Comedy, Crime, Drama            ",6.4
Turbulence,1997,R,100,"Action, Thriller            ",5.0
Deathwatch,2002,R,94,"Drama, Horror, War            ",5.9
The Toy,1982,Passed,102,Comedy            ,5.8
Wild Orchid,1989,Passed,105,"Drama, Romance            ",4.5
The English Teacher,2013,PG-13,93,"Comedy, Drama            ",5.7
Swing Time,1936,Not Rated,103,"Comedy, Musical, Romance            ",7.5
I Am a Fugitive from a Chain Gang,1932,R,92,"Crime, Drama, Film-Noir            ",8.2
Elvira: Mistress of the Dark,1988,Not Rated,96,"Comedy, Horror            ",6.6
The Canal,2014,PG-13,92,"Drama, Horror, Mystery            ",5.8
The Notorious Bettie Page,2005,Not Rated,91,"Biography, Drama            ",6.5
Late Spring,1949,R,108,Drama            ,8.2
Love the Coopers,2015,PG-13,107,"Comedy, Fantasy, Romance            ",5.8
The Pit and the Pendulum,1961,Not Rated,80,"Drama, Horror, Mystery            ",7.0
Blue Mountain State: The Rise of Thadland,2016,Not Rated,90,"Comedy, Sport            ",5.7
Madeas Family Reunion,2006,R,107,"Comedy, Drama, Romance            ",5.3
The Boss of It All,2006,R,99,Comedy            ,6.6
Mankatha,2011,PG,155,"Action, Crime, Thriller            ",7.7
Sylvia,2003,Not Rated,100,"Biography, Drama, Romance            ",6.3
Night of the Demons,1988,Not Rated,90,"Comedy, Fantasy, Horror            ",6.1
Thats What I Am,2011,PG,101,"Comedy, Drama, Romance            ",7.0
Pieta,2012,Not Rated,103,"Crime, Drama, Thriller            ",7.1
Days of Wine and Roses,1962,Approved,117,Drama            ,7.8
Chéri,2009,R,86,"Comedy, Drama, Romance            ",6.1
Labor Pains,2009,PG-13,89,"Comedy, Romance            ",4.8
Forever Strong,2008,PG-13,112,"Drama, Sport            ",7.1
Tokyo Gore Police,2008,Not Rated,110,"Action, Comedy, Horror            ",5.9
The Den,2013,R,76,"Horror, Mystery, Thriller            ",6.0
Walking with Dinosaurs 3D,2013,PG,87,"Animation, Adventure, Comedy            ",5.2
The Wings of the Dove,1997,R,102,"Drama, Romance            ",7.1
Hollow,2011,Not Rated,91,"Horror, Mystery, Thriller            ",4.8
Poetic Justice,1993,R,109,"Drama, Romance            ",6.1
The Possession of Michael King,2014,R,83,Horror            ,5.7
Two for the Road,1967,Not Rated,111,"Comedy, Drama, Romance            ",7.4
Dum Laga Ke Haisha,2015,Not Rated,109,"Comedy, Drama, Romance            ",7.5
Altered,2006,R,88,"Horror, Sci-Fi, Thriller            ",5.6
And So It Goes,2014,PG-13,94,"Comedy, Drama, Romance            ",5.9
Savage Grace,2007,Not Rated,97,Drama            ,5.7
Space Chimps,2008,G,81,"Animation, Adventure, Comedy            ",4.5
The Diamond Arm,1969,Not Rated,94,"Adventure, Comedy, Crime            ",8.3
Only Angels Have Wings,1939,Passed,121,"Adventure, Drama, Romance            ",7.6
The Portrait of a Lady,1996,PG-13,144,"Drama, Romance            ",6.2
Innocence,1997,R,110,Drama            ,8.1
Heartless,2009,R,114,"Drama, Fantasy, Horror            ",5.9
Gozu,2003,G,129,"Crime, Drama, Horror            ",6.9
Desert Flower,2009,R,120,"Biography, Drama            ",7.3
The Black Stallion,1979,Not Rated,118,"Adventure, Family, Sport            ",7.4
To End All Wars,2001,R,117,"Action, Drama, War            ",7.0
Pardes,1997,R,191,"Drama, Musical, Romance            ",6.9
Redacted,2007,G,90,"Crime, Thriller, War            ",6.1
The Final,2010,PG,93,"Drama, Horror, Thriller            ",5.3
The Mad Adventures of Rabbi Jacob,1973,PG-13,95,"Adventure, Comedy            ",7.4
The Preachers Wife,1996,Not Rated,123,"Comedy, Drama, Fantasy            ",5.7
Air,2015,R,95,"Drama, Sci-Fi, Thriller            ",5.1
Iqbal,2005,PG-13,132,"Drama, Sport            ",8.1
The Crow: Salvation,2000,R,102,"Action, Crime, Fantasy            ",4.9
Gorgeous,1999,R,121,"Action, Comedy, Romance            ",6.0
The Road Within,2014,R,100,"Adventure, Comedy, Drama            ",7.0
5 to 7,2014,R,95,"Comedy, Drama, Romance            ",7.1
Lay the Favorite,2012,Approved,94,"Comedy, Drama, Romance            ",4.8
Takva,2006,Not Rated,96,Drama            ,7.4
Stage Beauty,2004,PG-13,106,Drama            ,7.1
Jezebel,1938,Approved,104,"Drama, Romance            ",7.4
Santa Claus Conquers the Martians,1964,Not Rated,81,"Adventure, Comedy, Family            ",2.7
Karan Arjun,1995,R,175,"Action, Drama, Fantasy            ",6.8
Pink Cadillac,1989,PG-13,122,"Action, Comedy, Crime            ",5.3
"Murder, My Sweet",1944,R,95,"Crime, Drama, Film-Noir            ",7.5
Race,2008,Not Rated,149,"Action, Crime, Drama            ",6.7
In the Blood,2014,PG-13,108,"Action, Crime, Thriller            ",5.7
Peacock,2010,PG-13,90,"Drama, Mystery, Thriller            ",6.2
Astérix and Obélix: God Save Britannia,2012,Approved,110,"Adventure, Comedy, Family            ",5.3
Beyond Re-Animator,2003,R,96,"Comedy, Horror, Sci-Fi            ",5.8
The Masque of the Red Death,1964,R,89,"Drama, Horror            ",6.9
The Boys Are Back,2009,Not Rated,104,Drama            ,6.8
Columbus Circle,2012,Not Rated,82,"Crime, Drama, Mystery            ",5.9
Gunga Din,1939,Not Rated,117,"Adventure, Comedy, War            ",7.2
Enduring Love,2004,R,100,"Drama, Mystery, Romance            ",6.3
Populaire,2012,Not Rated,111,"Comedy, Romance, Sport            ",6.8
Norwegian Wood,2010,Not Rated,133,"Drama, Romance            ",6.3
Dog Pound,2010,R,91,"Crime, Drama            ",7.0
Little Caesar,1931,R,79,"Action, Crime, Drama            ",7.2
Moscow on the Hudson,1984,R,115,"Comedy, Drama, Romance            ",6.5
Velayudham,2011,R,186,Action            ,6.1
The Selfish Giant,2013,PG-13,91,Drama            ,7.3
Bamboozled,2000,Not Rated,135,"Comedy, Drama, Music            ",6.6
Triage,2009,R,99,"Drama, Mystery, War            ",6.5
The Broken,2008,Approved,93,"Drama, Horror, Thriller            ",5.4
The Lovers on the Bridge,1991,R,125,"Drama, Romance            ",7.6
Crossover,2006,PG-13,95,"Action, Sport            ",2.1
Fury,1936,R,92,"Crime, Drama, Film-Noir            ",7.8
The Marriage of Maria Braun,1979,Not Rated,120,Drama            ,7.7
Old Yeller,1957,PG-13,83,"Adventure, Drama, Family            ",7.2
Imaginary Heroes,2004,NC-17,111,Drama            ,7.1
"Happy, Texas",1999,PG,98,"Comedy, Crime, Romance            ",6.3
The Funhouse,1981,R,96,Horror            ,5.9
The Bow,2005,G,90,"Drama, Romance            ",7.1
Kin-dza-dza!,1986,PG,135,"Comedy, Drama, Sci-Fi            ",7.9
The Big Feast,1973,PG-13,130,"Comedy, Drama            ",7.1
My Father the Hero,1994,PG-13,90,"Comedy, Romance            ",5.5
The Caller,2011,Not Rated,92,"Horror, Thriller            ",6.0
Song of the South,1946,Not Rated,94,"Animation, Comedy, Family            ",6.9
Happily NEver After,2006,PG-13,87,"Animation, Adventure, Comedy            ",4.5
My Life,1993,R,117,Drama            ,6.8
Ishtar,1987,R,107,"Action, Adventure, Comedy            ",4.6
Kill Zone,2005,R,93,"Action, Crime, Thriller            ",6.9
Interview with a Hitman,2012,R,96,"Action, Crime, Drama            ",5.8
Remo Williams: The Adventure Begins,1985,PG-13,121,"Action, Adventure, Comedy            ",6.4
Savior,1998,Not Rated,103,"Drama, War            ",7.2
Hilary and Jackie,1998,Passed,121,"Biography, Drama, Music            ",7.3
Ashby,2015,R,100,"Comedy, Crime, Drama            ",6.4
The Sheltering Sky,1990,R,138,"Adventure, Drama            ",6.7
Werckmeister Harmonies,2000,Not Rated,145,"Drama, Mystery            ",8.0
Steel,1997,R,97,"Action, Adventure, Crime            ",3.0
Heyy Babyy,2007,Not Rated,144,"Comedy, Drama            ",6.0
Holiday Inn,1942,R,100,"Comedy, Drama, Music            ",7.3
The Naked City,1948,Not Rated,96,"Crime, Drama, Film-Noir            ",7.6
Double Dragon,1994,PG-13,96,"Action, Adventure, Comedy            ",3.9
Jane Got a Gun,2015,R,98,"Action, Drama, Western            ",5.9
Dil Dhadakne Do,2015,Not Rated,170,"Comedy, Drama, Romance            ",7.0
Last Shift,2014,R,88,"Horror, Mystery            ",5.8
Rob the Mob,2014,R,104,"Biography, Crime, Drama            ",6.3
Pretty Persuasion,2005,R,104,"Comedy, Drama            ",6.4
Loose Cannons,2010,Not Rated,110,"Comedy, Drama, Romance            ",7.2
Jude,1996,R,123,"Drama, Romance            ",6.9
Carnal Knowledge,1971,R,98,"Comedy, Drama            ",6.9
Boy,2010,Not Rated,87,"Comedy, Drama            ",7.5
Ararat,2002,R,115,"Drama, War            ",6.3
Aftershock,2012,R,89,"Action, Adventure, Horror            ",4.8
Oklahoma!,1955,G,145,"Comedy, Drama, Musical            ",7.0
Terri,2011,R,105,"Comedy, Drama            ",6.5
The Grey Zone,2001,R,108,"Drama, History, War            ",7.0
Juliet of the Spirits,1965,Not Rated,137,"Comedy, Drama, Fantasy            ",7.5
Porkys II: The Next Day,1983,R,98,Comedy            ,5.0
Altitude,2010,R,90,"Horror, Mystery, Sci-Fi            ",4.8
Bon Cop Bad Cop,2006,R,117,"Action, Comedy, Crime            ",6.7
Recep Ivedik 4,2014,R,117,Comedy            ,3.8
13 Conversations About One Thing,2001,Not Rated,104,Drama            ,7.0
"Hush...Hush, Sweet Charlotte",1964,PG-13,133,"Crime, Drama, Mystery            ",7.5
The Truth About Charlie,2002,PG,104,"Mystery, Thriller            ",4.7
White Hunter Black Heart,1990,Not Rated,112,"Adventure, Drama            ",6.5
Ronia: The Robbers Daughter,1984,R,126,"Adventure, Drama, Family            ",7.3
The Testament of Dr. Mabuse,1933,R,122,"Crime, Mystery, Thriller            ",7.9
Plunkett & Macleane,1999,PG-13,99,"Action, Adventure, Comedy            ",6.3
Balls Out: Gary the Tennis Coach,2009,R,92,"Comedy, Sport            ",5.4
Captain America,1990,Not Rated,97,"Action, Adventure, Sci-Fi            ",3.2
Starship Troopers: Invasion,2012,PG-13,89,"Animation, Action, Sci-Fi            ",5.8
Beyond the Hills,2012,R,152,Drama            ,7.5
Runaway,1984,R,99,"Action, Crime, Sci-Fi            ",5.9
Barefoot,2005,R,118,"Comedy, Drama, Romance            ",7.1
The Stuff,1985,Not Rated,87,"Comedy, Horror, Sci-Fi            ",5.9
Twixt,2011,R,88,"Comedy, Fantasy, Horror            ",4.7
Stolen Kisses,1968,R,91,"Comedy, Drama, Romance            ",7.5
Housefull,2010,R,144,"Comedy, Drama, Romance            ",5.5
House Party,1990,PG-13,100,"Comedy, Music, Romance            ",6.5
A Case of You,2013,R,89,"Comedy, Romance            ",5.6
The Lady,2011,PG,132,"Biography, Drama, History            ",7.0
An American Carol,2008,R,83,"Comedy, Fantasy            ",4.0
Lucky Numbers,2000,R,105,"Comedy, Crime            ",5.1
Brainstorm,1983,PG-13,106,"Sci-Fi, Thriller            ",6.4
Pawn Shop Chronicles,2013,PG,112,"Action, Comedy, Crime            ",5.9
Employee of the Month,2004,G,97,"Comedy, Drama            ",6.1
Three Fugitives,1989,R,96,"Action, Comedy            ",6.2
The Deep,1977,R,123,"Adventure, Mystery, Thriller            ",6.2
The Adventures of Milo and Otis,1986,PG,76,"Adventure, Drama, Family            ",6.9
Grandma,2015,R,79,"Comedy, Drama            ",6.7
The Devils,1971,R,111,"Biography, Drama, History            ",7.7
